"KEY_NAME";"SYNONYM"
"Sarah-Elisabeth";"Sara-Elizabet"
"Sarah-Lena";"Sara-Lena"
"Sarah-Lisa";"Sara-Lisa"
"Sarah-Sophie";"Sara-Sophie"
"Sarah-Stephanie";"Sarah-Stefanie"
"Sarah-Teresa";"Sarah-Theresa"
"Sarah-Vanessa";"Sara-Vanessa"
"Sara-Maria";"Sarah-Maria"
"Sara-Marie";"Sarah-Marie"
"Sara-Victoria";"Sarah-Victoria"
"Sara-Victoria";"Sarah-Viktoria"
"Sascha";"Saša"
"Sascha";"Sasha"
"Sascia";"Saskia"
"Sascia";"Saskja"
"Sascia";"Saskya"
"Savanna";"Savanah"
"Savanna";"Savannah"
"Saya";"Saija"
"Scarlett";"Skarlett"
"Schaima";"Shaima"
"Scharif";"S&Erif"
"Scharif";"Scharief"
"Scharif";"Scherif"
"Scharif";"Sharif"
"Scharif";"Sherif"
"Schlomo";"Shlomo"
"Sean";"Seán"
"Sebastian";"Sebastiaan"
"Sebastian";"Sebastijan"
"Sebastian";"Sebastjan"
"Sebastien";"Sébastien"
"Seifeddine";"Seifedin"
"Selahaddin";"Selahattin"
"Selâmi";"Selami"
"Selçuk";"Selcuk"
"Sementa";"Sementer"
"Sementa";"Sementha"
"Semih";"Semi"
"Serah";"Sera"
"Seraphin";"Serafin"
"Seraphina";"Serafina"
"Seraphine";"Serafine"
"Serçan";"Sercan"
"Sergej";"Sergè"
"Sergej";"Sergei"
"Sergej";"Sergey"
"Setare";"Setareh"
"Severin";"Seweryn"
"Seyit";"Seyyid"
"Shadja";"Schadja"
"Shadja";"Shadia"
"Shanaya";"Shanayah"
"Shanon";"Shannon"
"Sharmin";"Scharmien"
"Shayenne";"Chayenne"
"Shayenne";"Cheyenne"
"Shayenne";"Sheyenne"
"Sheila";"Sheela"
"Sheila";"Shila"
"Shelly";"Shelley"
"Sherilyn";"Cherilyn"
"Sherin";"Shereen"
"Sherin";"Sherine"
"Sherin";"Sherrin"
"Sherin";"Sheryn"
"Sherryll";"Sheryl"
"Shervin";"Sherwin"
"Shirin";"Schirin"
"Shirin";"Shireen"
"Shirin";"Shyrin"
"Shirly";"Shirley"
"Shiva";"Schiva"
"Shivani";"Shiwani"
"Shoaib";"Shuaib"
"Shoaib";"Shuajb"
"Shoshannah";"Schoschana"
"Shoshannah";"Shoshana"
"Sibille";"Sibylle"
"Sibille";"Sybille"
"Sibyl";"Sybil"
"Sibylla";"Sybilla"
"Siegfried";"Siegfrid"
"Siegfried";"Sigfrid"
"Siegfried";"Sigfried"
"Sieghard";"Sighard"
"Siegmund";"Sigmund"
"Siegrid";"Sigrid"
"Siegrun";"Sigrun"
"Siena";"Sienna"
"Sigi";"Siggi"
"Siglinde";"Sieglinde"
"Silija";"Silja"
"Silke";"Sylke"
"Silvana";"Sylvana"
"Silvia";"Silvija"
"Silvia";"Silvya"
"Silvia";"Sylvia"
"Silvia-Maria";"Sylvia-Maria"
"Silvio";"Sylvio"
"Simeon";"Symeon"
"Simone";"Simonne"
"Sina";"Sinah"
"Sinamaria";"Sina-Maria"
"Sindia";"Syndia"
"Sintija";"Cinthia"
"Sintija";"Cintia"
"Sintija";"Cynthia"
"Sintija";"Sintya"
"Sintija";"Synthia"
"Sintija";"Syntia"
"Sirinah";"Sirina"
"Sirinah";"Syrina"
"Sissy";"Sisi"
"Sissy";"Sissi"
"Sithara";"Sitara"
"Sofia-Maria";"Sophia-Maria"
"Sofian";"Sofiane"
"Sofian";"Sophian"
"Solvejg";"Solveig"
"Solvejg";"Solveigh"
"Somaiah";"Somaya"
"Sonja";"Sonia"
"Sonja";"Sonnja"
"Sonja";"Sonya"
"Sophia";"Sofia"
"Sophia";"Sofía"
"Sophia";"Sofija"
"Sophia";"Sofiya"
"Sophia";"Zofia"
"Sophie";"Sofi"
"Sophie";"Sofie"
"Sophie";"Sophi"
"Sophie";"Sophy"
"Sophie-Christin";"Sophie-Kristin"
"Sophie-Luise";"Sophie-Louise"
"Sophie-Madlene";"Sophie-Madeleine"
"Sophiemaria";"Sophie-Maria"
"Sophie-Theresa";"Sophie-Teresa"
"Sophie-Thérèse";"Sophie-Theres"
"Sophie-Viktoria";"Sophie-Victoria"
"Soraya";"Soraia"
"Soraya";"Soraija"
"Soraya";"Soraja"
"Souad";"Suad"
"Soufian";"Soufiane"
"Stacey";"Stacy"
"Stanislav";"Stanislaw"
"Stefan";"Steffan"
"Stefan";"Stephan"
"Stefan";"Stevan"
"Stefan-Alexander";"Stephan-Alexander"
"Stefan-Daniel";"Stephan-Daniel"
"Stefania";"Stephania"
"Stefanie";"Stefani"
"Stefanie";"Štefani"
"Stefanie";"Steffanie"
"Stefanie";"Stephanie"
"Stefanie";"Stéphanie"
"Stefanie";"Stephany"
"Stefanie-Marie";"Stephanie-Marie"
"Stefan-Matthias";"Stephan-Mathias"
"Stefan-Matthias";"Stephan-Matthias"
"Stefano";"Stephano"
"Stefanos";"Stephanos"
"Steffen";"Stephen"
"Steffi";"Stefi"
"Stephan-Marcel";"Stefan-Marcel"
"Stephan-Thomas";"Stefan-Thomas"
"Sulamith";"Sulamit"
"Suleyman";"Sulaiman"
"Suleyman";"Sulajman"
"Suleyman";"Suleman"
"Suleyman";"Süleyman"
"Sumaya";"Sumeja"
"Sumaya";"Sumeya"
"Sumaya";"Sümeyye"
"Sumaya";"Summaya"
"Sumit";"Sumeet"
"Sunitha";"Sunita"
"Susanna";"Susana"
"Susanna";"Susannah"
"Susanna";"Suzana"
"Susanna";"Suzanna"
"Susanna";"Zuzanna"
"Susanne";"Suzanne"
"Suzan";"Susan"
"Suzie";"Susi"
"Sven";"Swen"
"Svenja";"Svenia"
"Swetlana";"Svetlana"
"Sydney";"Sidney"
"Sylvester";"Silvester"
"Sylvie";"Silvie"
"Sylvie";"Silvy"
"Sylvie";"Sylvi"
"Szymon";"Schimon"
"Szymon";"Shimon"
"Szymon";"Siemon"
"Tabata";"Tabatha"
"Tabea";"Tabeia"
"Tabita";"Tabitha"
"Tabita";"Tabitta"
"Taísa";"Taíza"
"Talia";"Thalia"
"Tamara";"Tamarah"
"Tamica";"Tamika"
"Tamina";"Tamiena"
"Tanja";"Tania"
"Tanja";"Tanya"
"Tany";"Tani"
"Tara";"Tarah"
"Tarik";"Tariq"
"Tasnim";"Tasniem"
"Tassilo";"Thassilo"
"Tatjana";"Tatiana"
"Tatjana";"Tatyana"
"Tayana";"Tajana"
"Tea";"Thea"
"Teodora";"Theodora"
"Teres";"Theres"
"Teres";"Thérèse"
"Tessa";"Thessa"
"Thaddäus";"Thaddaeus"
"Thaddäus";"Thaddäusz"
"Thadea";"Tadeja"
"Thadea";"Thaddäa"
"Thais";"Tais"
"Theo";"Théo"
"Theodor";"Teodor"
"Theresa";"Teresa"
"Theresa";"Tereza"
"Theresa-Katharina";"Teresa-Katharina"
"Theresa-Maria";"Teresa-Maria"
"Theresa-Marie";"Teresa-Marie"
"Therese";"Terese"
"Theresia";"Teresia"
"Thiago";"Tiago"
"Thibault";"Thibaut"
"Thimo";"Thiemo"
"Thomas";"Tomas"
"Thomas";"Tomaž"
"Thorben";"Torben"
"Thuy";"Thùy"
"Thyra";"Tyra"
"Tiana";"Tijana"
"Tiare";"Tiaré"
"Tiffany";"Tiffanie"
"Til";"Till"
"Tillmann";"Tillman"
"Tillmann";"Tilman"
"Tim";"Timm"
"Timea";"Thimea"
"Timeo";"Timéo"
"Timna";"Thimna"
"Timo";"Tiemo"
"Timotej";"Timothé"
"Timotej";"Timothée"
"Timotheus";"Timothäus"
"Tina";"Tiina"
"Titiana";"Tiziana"
"Tizian";"Tician"
"Tobias";"Thobias"
"Tobias";"Tobiasz"
"Todor";"Tódor"
"Tom";"Thom"
"Tommy";"Thommy"
"Tommy";"Tomi"
"Tommy";"Tommi"
"Tommy";"Tomy"
"Toni";"Thony"
"Toni";"Tony"
"Tonya";"Tonia"
"Tonya";"Tonja"
"Torsten";"Thorsten"
"Toska";"Tosca"
"Tuba";"Tubâ"
"Uliana";"Ulyana"
"Ulrich";"Ullrich"
"Uma";"Umma"
"Una";"Ùná"
"Utte";"Ute"
"Valentin";"Vallentin"
"Valentina";"Walentina"
"Valeria";"Valerija"
"Valerie";"Valérie"
"Valerie";"Vallerie"
"Valerie-Kristin";"Valerie-Christin"
"Vanesa";"Vanessa"
"Vanesa";"Vanessza"
"Vassilios";"Vasilios"
"Veit";"Veith"
"Vera";"Wera"
"Veramaria";"Vera-Maria"
"Veronic";"Veronique"
"Veronic";"Véronique"
"Veronika";"Veronica"
"Veronika";"Weronika"
"Vicki";"Vicky"
"Victoria-Anna";"Viktoria-Anna"
"Victoria-Katharina";"Viktoria-Katharina"
"Victoria-Maria";"Viktoria-Maria"
"Victoria-Sophie";"Viktoria-Sophie"
"Viktor";"Vicktor"
"Viktor";"Victor"
"Viktor";"Wiktor"
"Viktoria";"Vicktoria"
"Viktoria";"Victoria"
"Viktoria";"Viktória"
"Viktoria";"Viktorija"
"Viktoria";"Viktoriya"
"Viktoria";"Wiktoria"
"Viktoria-Christina";"Victoria-Christina"
"Vincent";"Vincenth"
"Vincent";"Vinzent"
"Vinzenz";"Vincenz"
"Violeta";"Violetta"
"Vishal";"Vishaal"
"Vivien";"Vivian"
"Vivien";"Vivienne"
"Vivien";"Viviénne"
"Vladimir";"Wladimir"
"Walter";"Walther"
"Waltraud";"Waldtraud"
"Wanja";"Vanja"
"Wanja";"Vanya"
"Wasim";"Wasiem"
"Wassily";"Wassili"
"Wendy";"Wendi"
"Wenzel";"Venzel"
"Wesly";"Wesley"
"Wilfrid";"Wilfried"
"William";"Wiliam"
"Willy";"Willi"
"Willy";"Willie"
"Wilma";"Vilma"
"Winnie";"Vinnie"
"Winnie";"Vinny"
"Winona";"Vinona"
"Winona";"Wynona"
"Winona";"Wynonna"
"Wolf-Dieter";"Wolfdieter"
"Wolf-Dietrich";"Wolfdietrich"
"Wolfhart";"Wolfhardt"
"Yael";"Jael"
"Yael";"Yaël"
"Yahya";"Yajha"
"Yara";"Jara"
"Yara";"Jarah"
"Yasaa";"Yasa"
"Yasir";"Jasir"
"Yasna";"Jasna"
"Yasser";"Jasar"
"Yasser";"Jaser"
"Yasser";"Jasr"
"Yasser";"Jasser"
"Yasser";"Yasar"
"Yassin";"Jasin"
"Yassin";"Yassine"
"Ylva";"Ilva"
"Yolanda";"Jolanda"
"Yore";"Jore"
"Yusra";"Jusra"
"Yusra";"Yousra"
"Yusra";"Yüsra"
"Yusuf";"Jusef"
"Yusuf";"Jussuf"
"Yusuf";"Jusuf"
"Yusuf";"Youcef"
"Yusuf";"Yousef"
"Yusuf";"Youssef"
"Yusuf";"Yusef"
"Yusuf";"Yusof"
"Yvonne";"Ivon"
"Yvonne";"Ivonn"
"Yvonne";"Ivonne"
"Yvonne";"Jvonne"
"Yvonne";"Yvonn"
"Yvonne";"Ywonne"
"Yvonne-Cathrin";"Ivonne-Cathrine"
"Zackery";"Zackeri"
"Zahra";"Zaara"
"Zahra";"Zahrah"
"Zainab";"Zaineb"
"Zainab";"Zaynab"
"Zainab";"Zeinab"
"Zainab";"Zeyneb"
"Zaniyar";"Zanyar"
"Zara";"Zarah"
"Zilan";"Zîlan"
"Zoe";"Zoé"
"Zoe";"Zoë"
"Zoe";"Zoey"
"Zölestin";"Cölestin"
"Zora";"Zorah"
