Name,Gender
Apolina,F
Apolinária,F
Apolônia,F
Apoédia,F
Aquilina,F
Aquira,F
Arabela,F
Arabi,F
Aracelis,F
Aracema,F
Araci,F
Araciara,F
Aracne,F
Aracunda,F
Aracy,F
Aranha,F
Arani,F
Aretusa,F
Argemira,F
Argentina,F
Argira,F
Ariadne,F
Ariana,F
Ariane,F
Arianna,F
Aricema,F
Aricina,F
Aricléia,F
Ariele,F
Arienne,F
Arieta,F
Arinhã,F
Aristotelina,F
Aristéia,F
Aritana,F
Arlene,F
Arlete,F
Arlina,F
Arlinda,F
Arline,F
Armia,F
Armida,F
Arminda,F
Arriaga,F
Arrieta,F
Arrife,F
Arriola,F
Arsione,F
Artaschasa,F
Artemísia,F
Artémide,F
Artêmia,F
Aruana,F
Aryana,F
Arza,F
Ará,F
Arícia,F
Asher,F
Aspásia,F
Assunta,F
Astra,F
Astéria,F
Atalanta,F
Atalia,F
Ataléia,F
Augusta,F
Auricélia,F
Aurélia,F
Ayla,F
Azucena,F
Açucena,F
Aélia,F
Aída,F
Aônia,F
Babete,F
Baena,F
Baepeba,F
Baeta,F
Balbina,F
Balsamina,F
Bambi,F
Bambina,F
Bambuí,F
Bandeira,F
Baniwa,F
Banábil,F
Barata,F
Baraúna,F
Barbela,F
Barbie,F
Bariri,F
Barry,F
Bartira,F
Basiliana,F
Basilina,F
Basilissa,F
Basina,F
Batilde,F
Batistina,F
Bea,F
Beate,F
Beatrice,F
Beatriz,F
Beau,F
Beaumont,F
Beca,F
Becky,F
Bedelia,F
Belamina,F
Belano,F
Belca,F
Belfort,F
Belinda,F
Belisa,F
Belita,F
Bell,F
Bella,F
Belle,F
Belmira,F
Belá,F
Bendita,F
Benedita,F
Beni,F
Benigna,F
Benilda,F
Benjamine,F
Benoite,F
Benta,F
Benévola,F
Benícia,F
Berdine,F
Berenice,F
Bernadete,F
Bernadette,F
Bernarda,F
Bernardine,F
Bernice,F
Berry,F
Bersabé,F
Berta,F
Bertha,F
Berthe,F
Bertina,F
Beryl,F
Bessie,F
Bete,F
Betel,F
Beth,F
Bethany,F
Betina,F
Betsabé,F
Betsy,F
Bettina,F
Betty,F
Betânia,F
Beverly,F
Beviláqua,F
Bianca,F
Bibiana,F
Birgit,F
Birgitta,F
Bizet,F
Blanche,F
Blanck,F
Blanda,F
Blandina,F
Blandícia,F
Blenda,F
Bocaiúva,F
Bolina,F
Bonifácia,F
Bonina,F
Bonita,F
Bonnie,F
Borja,F
Boyrá,F
Branca,F
Brandi,F
Branka,F
Brasiliana,F
Brenda,F
Brenna,F
Bridget,F
Brigita,F
Brigite,F
Brita,F
Brites,F
Britta,F
Britânia,F
Brumália,F
Bruna,F
Bruneida,F
Brunhilde,F
Brunilda,F
Brunnah,F
Brígida,F
Budant,F
Buriti,F
Burle,F
Bárbara,F
Báucide,F
Béroe,F
Cacilda,F
Cacéres,F
Cadi,F
Cadile,F
Caeté,F
Cafene,F
Cafira,F
Caillet,F
Cairu,F
Caitlin,F
Caitria,F
Cajaty,F
Caledônia,F
Calidora,F
Caliméria,F
Calina,F
Calista,F
Calix,F
Calídice,F
Calíope,F
Camapuã,F
Cambuci,F
Cambuquira,F
Camby,F
Cambyçara,F
Camena,F
Cameron,F
Camila,F
Camille,F
Camocim,F
Campbel,F
Camury,F
Camélia,F
Canará,F
Candal,F
Candy,F
Canet,F
Canirim,F
Capitolina,F
Capotira,F
Caprina,F
Cara,F
Carina,F
Carla,F
Carly,F
Carmela,F
Carmeliana,F
Carmelina,F
Carmelinda,F
Carmelita,F
Carmem,F
Carmen,F
Carmo,F
Carmélia,F
Carol,F
Carola,F
Carolina,F
Caroline,F
Caron,F
Carrie,F
Casira,F
Cass,F
Cassandra,F
Cassarah,F
Cassiana,F
Cassidy,F
Cassilda,F
Castelar,F
Catarina,F
Caterina,F
Catherine,F
Catira,F
Catrina,F
Caturama,F
Cayari,F
Caássica,F
Caçapava,F
Ceci,F
Cecília,F
Celandine,F
Celeste,F
Celimena,F
Celina,F
Celiny,F
Cembira,F
Cendi,F
Cendira,F
Cendyl,F
Ceres,F
Ceressa,F
Cesarina,F
Chad,F
Chandra,F
Chandãli,F
Charissa,F
Charla,F
Charlene,F
Charlote,F
Charna,F
Chase,F
Chede,F
Cherry,F
Chiara,F
Christianna,F
Chrysanta,F
Chun,F
Churi,F
Cibele,F
Cida,F
Cilene,F
Cimeína,F
Cinara,F
Cindra,F
Cinira,F
Cinzia,F
Cipoúna,F
Cipriana,F
Claire,F
Clara,F
Clare,F
Clarence,F
Clarice,F
Clarimunda,F
Clarina,F
Clarinda,F
Clarissa,F
Clarisse,F
Clarita,F
Claudete,F
Claudiana,F
Claudina,F
Claudine,F
Clay,F
Cleanto,F
Cleide,F
Clementine,F
Clemência,F
Cleonice,F
Cleusa,F
Cleópatra,F
Climênia,F
Clorinda,F
Clothilde,F
Clotilde,F
Cloé,F
Cláudia,F
Cléia,F
Clélia,F
Cléo,F
Clície,F
Clínia,F
Clíntia,F
Clítia,F
Coaraci,F
Cobé,F
Coema,F
Colares,F
Colomba,F
Colombina,F
Conceição,F
Concepcion,F
Concórdia,F
Connie,F
Constance,F
Constantina,F
Constância,F
Consuelo,F
Cora,F
Corallina,F
Cordula,F
Cordélia,F
Corin,F
Corina,F
Cornélia,F
Corália,F
Cotiguara,F
Courtney,F
Cremilda,F
Crescenzia,F
Crescência,F
Crespi,F
Creta,F
Creusa,F
Cristal,F
Cristiana,F
Cristina,F
Cristália,F
Cunina,F
Cynthia,F
Cábira,F
Cássia,F
Cátia,F
Cânace,F
Cândia,F
Cândida,F
Cécile,F
Célia,F
Célica,F
Cíntia,F
Cólchida,F
Dafne,F
Dagmara,F
Dagny,F
Daisy,F
Dakarai,F
Dakota,F
Dale,F
Dalila,F
Dalmira,F
Dalva,F
Dalvina,F
Dalziza,F
Damarina,F
Damiana,F
Dana,F
Dandara,F
Daniela,F
Danielle,F
Danika,F
Danila,F
Danita,F
Danuta,F
Daphné,F
Daria,F
Darlene,F
Darã,F
Daslange,F
Davena,F
Davina,F
Dayane,F
Dayse,F
Daíra,F
Debbie,F
Deborah,F
Debra,F
Deise,F
Dejanir,F
Dejanira,F
Delamar,F
Delamare,F
Delamari,F
Delfina,F
Delta,F
Demeter,F
Demétria,F
Demóstenes,F
Dena,F
Denise,F
Deolinda,F
Desdêmona,F
Desidéria,F
Desiré,F
Destiny,F
Deusdetina,F
Deva,F
Deífila,F
Diacira,F
Diacuí,F
Diadema,F
Diana,F
Diane,F
Dicéa,F
Dicéia,F
Digna,F
Dilma,F
Dilza,F
Dina,F
Dinah,F
Dinair,F
Dinartea,F
Dinorá,F
Diná,F
Diolinda,F
Diomara,F
Dione,F
Dionira,F
Diores,F
Dirce,F
Diva,F
Divinalda,F
Djalmira,F
Djamila,F
Djamira,F
Dolores,F
Dominga,F
Dominique,F
Domência,F
Dona,F
Donata,F
Donatella,F
Donatienne,F
Donna,F
Donátila,F
Dora,F
Doralice,F
Dorcas,F
Dores,F
Doreta,F
Dorothea,F
Dorothy,F
Dorotéia,F
Dulce,F
Dulcelina,F
Dulcie,F
Dulcinéia,F
Duncan,F
Dustin,F
Dácia,F
Dália,F
Dávila,F
Dâmaris,F
Déa,F
Débora,F
Déia,F
Désirée,F
Dídima,F
Dórida,F
Ebe,F
Ebira,F
Echo,F
Ecira,F
Ecália,F
Eda,F
Edagmara,F
Edana,F
Edelina,F
Edeline,F
Edelmira,F
Edileusa,F
Edina,F
Edissa,F
Edite,F
Edith,F
Edmara,F
Edna,F
Ednalva,F
Ednaré,F
Ednilda,F
Eduarda,F
Edwiges,F
Edwina,F
Edésia,F
Edênica,F
Efrata,F
Eglantina,F
Egídia,F
Ehwina,F
Eileen,F
Eilen,F
Eirapuã,F
Eirati,F
Eiruba,F
Ekika,F
Elaine,F
Elba,F
Elbia,F
Elcana,F
Elea,F
Electa,F
Electra,F
Elen,F
Elena,F
Eleonora,F
Elga,F
Elia,F
Eliabe,F
Eliade,F
Eliana,F
Eliane,F
Elika,F
Elis,F
Elisa,F
Elisabete,F
Elisabeth,F
Elisha,F
Elissa,F
Elisângela,F
Eliza,F
Elizabete,F
Elizabeth,F
Elke,F
Ellen,F
Elma,F
Elmara,F
Elmira,F
Eloina,F
Eloise,F
Eloá,F
Eloísa,F
Elsa,F
Else,F
Elsie,F
Elva,F
Elvira,F
Elza,F
Elzira,F
Elódia,F
Ema,F
Emaci,F
Emanuela,F
Emeline,F
Emereciana,F
Emereciano,F
Emerenciana,F
Emi,F
Emiliana,F
Emilie,F
Emilly,F
Emily,F
Emitima,F
Emma,F
Emmanuelle,F
Emélia,F
Emérita,F
Emília,F
Ena,F
Endyra,F
Enedina,F
Eneida,F
Enery,F
Engrácia,F
Eni,F
Enid,F
Enide,F
Enoma,F
Entória,F
Eora,F
Epifânia,F
Epona,F
Ercília,F
Ereíma,F
Erla,F
Ermelinda,F
Ermengarda,F
Ermesinda,F
Erondina,F
Erotides,F
Erotildes,F
Ervina,F
Erê,F
Esmeralda,F
Esméria,F
Esperanza,F
Esperança,F
Estefânia,F
Estela,F
Ester,F
Esther,F
Estácia,F
Etama,F
Etna,F
Etzel,F
Eucaris,F
Eucléia,F
Eucádia,F
Eudine,F
Eudora,F
Eudócia,F
Eudóxia,F
Eufena,F
Eufrásia,F
Eufêmia,F
Eugene,F
Eugênia,F
Eulice,F
Eulina,F
Eulália,F
Eunice,F
Eurides,F
Euridice,F
Euríale,F
Eustáquia,F
Eusébia,F
Eutália,F
Eva,F
Evangelina,F
Evangeline,F
Evelin,F
Evelina,F
Eveline,F
Evelyn,F
Evita,F
Evódia,F
Ewa,F
Ezra,F
Eça,F
Eçabara,F
Eçai,F
Eçaiara,F
Eçajira,F
Eçara,F
Eçaraia,F
Eçauna,F
Fabiana,F
Fabiane,F
Fabienne,F
Fabrice,F
Fabrícia,F
Fabíola,F
Fani,F
Fanny,F
Farah,F
Farida,F
Farrah,F
Fauna,F
Fay,F
Feba,F
Febe,F
Fedra,F
Felicien,F
Felicienne,F
Felicity,F
Felina,F
Felisa,F
Fernanda,F
Ferônia,F
Filipa,F
Filomela,F
Filomena,F
Filotéia,F
Flamínia,F
Flavie,F
Floide,F
Flora,F
Florbela,F
Florence,F
Florentina,F
Flori,F
Floriana,F
Florinda,F
Floripes,F
Florisbela,F
Florália,F
Florência,F
Florípedes,F
Flávia,F
Flórida,F
Franceline,F
Frances,F
Francesca,F
Franciele,F
Francine,F
Francis,F
Francisca,F
Franziska,F
Françoise,F
Freda,F
Frederica,F
Freya,F
Frida,F
Frieda,F
Fréia,F
Fulgência,F
Fuyuki,F
Fábia,F
Fátima,F
Fátma,F
Fátua,F
Fúlvia,F
Gabala,F
Gabina,F
Gabriela,F
Gabriele,F
Gabrielle,F
Gaby,F
Gadelha,F
Gaia,F
Gail,F
Gaila,F
Gal,F
Galadriel,F
Galatéia,F
Galdina,F
Galdência,F
Gale,F
Galeba,F
Galen,F
Galena,F
Galéria,F
Gamélia,F
Garamântia,F
Gardênia,F
Gareth,F
Gavina,F
Gaye,F
Gayla,F
Geisila,F
Geisla,F
Gelásia,F
Gemma,F
Gena,F
Genara,F
Genciana,F
Gene,F
Genebra,F
Generosa,F
Genetílides,F
Genevieve,F
Genevra,F
Genoveva,F
Genésia,F
Georgete,F
Georgina,F
Geovana,F
Geovanna,F
Geralda,F
Germaine,F
Germana,F
Gersam,F
Gerthe,F
Gertrudes,F
Gertruida,F
Gerusa,F
Geruza,F
Gerânia,F
Geslinda,F
Getúlia,F
Geórgia,F
Ghislaine,F
Gia,F
Giane,F
Giani,F
Giannina,F
Gigi,F
Gilca,F
Gilcimar,F
Gilda,F
Gilmara,F
Gilvaneide,F
Gina,F
Gioconda,F
Giordana,F
Giovana,F
Giovanna,F
Girani,F
Gisa,F
Gisel,F
Gisela,F
Giselda,F
Gisele,F
Giselle,F
Gislaim,F
Gislaine,F
Gisleine,F
Gita,F
Giulia,F
Giuliana,F
Giuseppina,F
Giórgia,F
Gladis,F
Gladyr,F
Glauce,F
Glaucia,F
Glaucipe,F
Glaura,F
Gleide,F
Gleusa,F
Glice,F
Glicéria,F
Glória,F
Godiva,F
Godofreda,F
Goiana,F
Goreti,F
Grace,F
Gracia,F
Graciana,F
Graciela,F
Granada,F
Grania,F
Grata,F
Grazia,F
Graziela,F
Grazina,F
Graça,F
Greca,F
Greice,F
Greta,F
Grete,F
Griselda,F
Guacira,F
Guadalupe,F
Guapira,F
Guaracema,F
Guaraci,F
Guaraciaba,F
Guaraciara,F
Guaratinga,F
Guaraúna,F
Guaíra,F
Guida,F
Guilhermina,F
Guinete,F
Guiomar,F
Gwenda,F
Gwineth,F
Gálata,F
Gália,F
Gândara,F
Géia,F
Gênesis,F
H,F
Habel,F
Hadassa,F
Hagite,F
Haidee,F
Haidéia,F
Haidê,F
Haikela,F
Hala,F
Halias,F
Halikaka,F
Halina,F
Halola,F
Halona,F
Hamadríade,F
Hamed,F
Hana,F
Hani,F
Hannah,F
Hanâni,F
Harpina,F
Hava,F
Haydée,F
Hazael,F
Hebe,F
Hedda,F
Hedviges,F
Hegla,F
Heidi,F
Heike,F
Heiki,F
Hekele,F
Hekewika,F
Helbia,F
Hele,F
Helen,F
Helena,F
Helene,F
Heliodora,F
Hellen,F
Heloise,F
Heloísa,F
Helvina,F
Helvécia,F
Helância,F
Henedina,F
Henriqueta,F
Hera,F
Heracléia,F
Hercília,F
Hermione,F
Herondina,F
Hersília,F
Herta,F
Herádia,F
Hideaki,F
Hideki,F
Hilda,F
Hilde,F
Hilma,F
Hilária,F
Hipereides,F
Hipólita,F
Hirana,F
Holda,F
Holly,F
Honorata,F
Hortênsia,F
Horácia,F
Hosana,F
Hulda,F
Hypséa,F
Hálima,F
Hécuba,F
Hélcias,F
Hérica,F
Iabá,F
Iaceê,F
Iaci,F
Iacina,F
Iadah,F
Iana,F
Iandara,F
Iara,F
Iasmin,F
Ibarama,F
Ibarantâ,F
Ibaretama,F
Iberaba,F
Ibiacema,F
Ibiama,F
Ibiara,F
Ibitira,F
Ibiúna,F
Ibotira,F
Ibotirama,F
Ibsen,F
Ida,F
Idalina,F
Iderê,F
Idesta,F
Idália,F
Ieda,F
Iemanjá,F
Ierê,F
Ifigênia,F
Ifimedia,F
Igapira,F
Igara,F
Ignês,F
Iguana,F
Ihelane,F
Ikepela,F
Ilana,F
Ilca,F
Ileina,F
Ilka,F
Ilsa,F
Ilíone,F
Ilítia,F
Imaculada,F
Imelda,F
Imelde,F
Imira,F
Inaiê,F
Inaé,F
Indira,F
Inema,F
Ingrid,F
Ingride,F
Inocência,F
Inácia,F
Inã,F
Inês,F
Inêz,F
Ioana,F
Iodâmia,F
Iolanda,F
Ione,F
Ioná,F
Iori,F
Ipana,F
Ipoema,F
Ipuã,F
Ipê,F
Ira,F
Iracema,F
Iraci,F
Irani,F
Iratama,F
Irecê,F
Irene,F
Irenia,F
Irma,F
Isa,F
Isabel,F
Isabela,F
Isabele,F
Isadora,F
Isaura,F
Isidora,F
Isidore,F
Isis,F
Islena,F
Isméria,F
Ismênia,F
Isolda,F
Isolina,F
Isra,F
Issa,F
Itacira,F
Itanema,F
Itapema,F
Itaperuna,F
Itaúna,F
Ivana,F
Ivani,F
Ivanice,F
Ivete,F
Ivone,F
Ivy,F
Izabel,F
Izabele,F
Izilcara,F
Izolina,F
Izolita,F
Ióle,F
Iúna,F
Jaci,F
Jaciaba,F
Jaciara,F
Jaciema,F
Jacimar,F
Jacina,F
Jacinira,F
Jacinta,F
Jacira,F
Jacirema,F
Jack,F
Jaclyn,F
Jacobina,F
Jacqueline,F
Jada,F
Jade,F
Jaima,F
Jamie,F
Jamila,F
Jamile,F
Janaina,F
Janarí,F
Jandaia,F
Jandaíra,F
Jandira,F
Jane,F
Janel,F
Janelle,F
Janet,F
Janete,F
Janice,F
Janine,F
Japira,F
Jaqueline,F
Jarina,F
Jathara,F
Jayma,F
Jaçara,F
Jeane,F
Jeanette,F
Jeanine,F
Jeceara,F
Jekaterina,F
Jemima,F
Jemime,F
Jenifari,F
Jenifer,F
Jennifer,F
Jerema,F
Jerusa,F
Jerusha,F
Jesebel,F
Jessamina,F
Jessie,F
Jessy,F
Jesuína,F
Joana,F
Joannes,F
Jocasta,F
Joelma,F
Joice,F
Jolene,F
Jordana,F
Joseane,F
Josefa,F
Josefina,F
Joseline,F
Josenilda,F
Josenilde,F
Josephine,F
Josi,F
Josiana,F
Josie,F
Josélia,F
Jovita,F
Joyce,F
Joás,F
Juacira,F
Juanita,F
Juarana,F
Juatama,F
Jubaia,F
Judi,F
Judit,F
Judite,F
Judith,F
Judy,F
Juliana,F
Julianne,F
Julie,F
Julieta,F
Julliana,F
June,F
Jupiara,F
Jupira,F
Jurandira,F
Jurema,F
Juruna,F
Jussara,F
Justa,F
Justina,F
Justine,F
Jutta,F
Juvenca,F
Juvência,F
Juçana,F
Jéssica,F
Jênie,F
Júlia,F
Júnia,F
Kabza,F
Kadichari,F
Kaiki,F
Kaila,F
Kailani,F
Kailene,F
Kailina,F
Kakalina,F
Kaki,F
Kalamela,F
Kalena,F
Kali,F
Kalina,F
Kalola,F
Kalolaina,F
Kamealamalama,F
Kami,F
Kamila,F
Kammille,F
Kanakake,F
Kanake,F
Kanela,F
Kanike,F
Kaolin,F
Karen,F
Kari,F
Karim,F
Karin,F
Karina,F
Karine,F
Karla,F
Karly,F
Karol,F
Karolina,F
Karoline,F
Karolyn,F
Kasandra,F
Katarina,F
Kate,F
Katherine,F
Kathy,F
Katya,F
Kaylane,F
Keaka,F
Keakakona,F
Keike,F
Keiko,F
Keila,F
Keke,F
Keki,F
Kelama,F
Kelda,F
Keleka,F
Keli,F
Kelika,F
Kelly,F
Kely,F
Kemal,F
Kerensa,F
Kerina,F
Kerstin,F
Khadija,F
Kiara,F
Kiera,F
Kika,F
Kilakila,F
Kin,F
Kiopaa,F
Kira,F
Kodia,F
Konia,F
Kopi,F
Krishna,F
Krista,F
Kristal,F
Ksenia,F
Ksenya,F
Kuana,F
Kuanna,F
Kuarashí,F
Kuat,F
Kumari,F
Kurumí,F
Kuumomimakamae,F
Kyung-Soon,F
Kássia,F
Kátia,F
Kélia,F
Laa,F
Labda,F
Lacerda,F
Ladária,F
Lafaiete,F
Lafontaine,F
Laguna,F
Laila,F
Laimana,F
Laina,F
Lais,F
Lakina,F
Lakshmi,F
Lala,F
Lamartine,F
Lamenha,F
Lamona,F
Lana,F
Lanake,F
Lanassa,F
Lane,F
Lanete,F
Lani,F
Lara,F
Larisa,F
Larissa,F
Latasha,F
Latonia,F
Latóya,F
Lauda,F
Laudália,F
Laula,F
Laulena,F
Laura,F
Laureana,F
Laureen,F
Lauretta,F
Laurinda,F
Laverna,F
Laverne,F
Lavone,F
Lavínea,F
Lavínia,F
Layla,F
Laísa,F
Lea,F
Leah,F
Leandra,F
Lecanora,F
Leda,F
Leikela,F
Leila,F
Leilane,F
Lekana,F
Lekinala,F
Lelanta,F
Lelitia,F
Lemuela,F
Lena,F
Lenita,F
Lenora,F
Leomira,F
Leonor,F
Leoní,F
Lepeka,F
Letice,F
Letícia,F
Leucósia,F
Levinda,F
Leônia,F
Leônidas,F
Li,F
Lia,F
Liberata,F
Libânia,F
Lidiane,F
Lidya,F
Lika,F
Liki,F
Lila,F
Liliam,F
Lilian,F
Liliana,F
Liliane,F
Lilite,F
Lilith,F
Lilsa,F
Lily,F
Lincoln,F
Linda,F
Lindalva,F
Lindoia,F
Line,F
Linei,F
Linfa,F
Linh,F
Lis,F
Lisete,F
Lissa,F
Lissandra,F
Liuba,F
Liz,F
Lokelani,F
Lokele,F
Lolita,F
Lopeka,F
Lora,F
Lorena,F
Lorenza,F
Loreta,F
Lorinda,F
Lorna,F
Lorraine,F
Lotis,F
Louise,F
Lourdes,F
Lua,F
Luana,F
Luce,F
Lucena,F
Luci,F
Luciana,F
Lucidora,F
Lucien,F
Luciene,F
Lucila,F
Lucimar,F
Lucina,F
Lucineide,F
Lucrécia,F
Lucélia,F
Lucíola,F
Ludmila,F
Ludovica,F
Luise,F
Luiza,F
Luiziane,F
Luma,F
Lumiana,F
Luna,F
Lupicínia,F
Lurdes,F
Luzia,F
Luísa,F
Luíza,F
Lydia,F
Lyuba,F
Lâmia,F
Lâseja,F
Léa,F
Léia,F
Lélia,F
Líbia,F
Lídia,F
Lígia,F
Lívia,F
Lúcia,F
Maala,F
Mabelle,F
Macieira,F
Macrina,F
Macária,F
Madalena,F
Maddalena,F
Madel,F
Madelberta,F
Madeleine,F
Madelina,F
Madeline,F
Madressilva,F
Maes,F
Mafalda,F
Magali,F
Magda,F
Magdalena,F
Magide,F
Magna,F
Magnólia,F
Mahaoo,F
Mahina,F
Maiara,F
Maida,F
Maike,F
Mainara,F
Maire,F
Maisa,F
Maitê,F
Makelina,F
Maleah,F
Malie,F
Malika,F
Malina,F
Malka,F
Mallory,F
Malori,F
Maluhia,F
Malva,F
Malvina,F
Manacá,F
Manai,F
Manaolana,F
Mandi,F
Mandy,F
Manhaná,F
Manjusha,F
Manoela,F
Mansueto,F
Manuela,F
Manuella,F
Mara,F
Marana,F
Maraneíma,F
Maraíra,F
Marcela,F
Marcolina,F
Margarete,F
Margareth,F
Margarida,F
Margarit,F
Margot,F
Margô,F
Mari,F
Maria,F
Mariah,F
Mariam,F
Mariana,F
Maricy,F
Maricí,F
Maricília,F
Marie,F
Mariel,F
Marielsa,F
Marietta,F
Marija,F
Marilda,F
Marilena,F
Marilene,F
Marilse,F
Marilú,F
Marina,F
Maris,F
Marisa,F
Marise,F
Maristela,F
Mariucha,F
Marjani,F
Marjorie,F
Marjory,F
Marla,F
Marlena,F
Marlene,F
Marli,F
Marlise,F
Marta,F
Martha,F
Marva,F
Marvel,F
Mary,F
Marília,F
Maríndia,F
Matilda,F
Matilde,F
Matutina,F
Mauad,F
Maura,F
Maurícia,F
Maximiliana,F
Maximilienne,F
Mayara,F
Maíra,F
Medéia,F
Meire,F
Mel,F
Melanie,F
Melca,F
Melina,F
Melinda,F
Melissa,F
Melpone,F
Melvina,F
Melânia,F
Mena,F
Menelaia,F
Mera,F
Mercedes,F
Messina,F
Metanira,F
Mi-Cha,F
Mia,F
Micaela,F
Micarla,F
Michela,F
Michele,F
Michelle,F
Micol,F
Milena,F
Mina,F
Minna,F
Mira,F
Mirabel,F
Mirabele,F
Miracema,F
Miraglia,F
Miranda,F
Mirela,F
Mirelle,F
Miriam,F
Mirian,F
Mirina,F
Mirna,F
Mirta,F
Mirza,F
Moama,F
Modesta,F
Moema,F
Mona,F
Monalisa,F
Moneta,F
Monique,F
Morgana,F
Munira,F
Murana,F
Murta,F
Musa,F
Musidora,F
Myra,F
Myrcia,F
Myrella,F
Mácris,F
Márcia,F
Márica,F
Máxima,F
Mégara,F
Mélia,F
Mência,F
Míria,F
Mória,F
Mônica,F
Múcia,F
Múrcia,F
Nadezhda,F
Nadi,F
Nadir,F
Nady,F
Naiara,F
Naida,F
Nair,F
Naira,F
Naja,F
Najla,F
Nakana,F
Nakine,F
Nanci,F
Nancy,F
Naneki,F
Nanette,F
Nanine,F
Naná,F
Nanã,F
Naomi,F
Napéia,F
Nara,F
Naréa,F
Nassima,F
Natacha,F
Natalie,F
Natasha,F
Nathalia,F
Natália,F
Nayany,F
Nayara,F
Nazariela,F
Nazira,F
Nazária,F
Nazário,F
Naíma,F
Neda,F
Neica,F
Neida,F
Neide,F
Neila,F
Neiva,F
Nelita,F
Nelly,F
Neméia,F
Neputira,F
Nereza,F
Neriah,F
Nerina,F
Nerine,F
Neriá,F
Neusa,F
Neyany,F
Neófita,F
Niara,F
Nice,F
Nicias,F
Nicole,F
Nicéia,F
Nila,F
Nilce,F
Nilda,F
Nildete,F
Nilma,F
Nilme,F
Nilza,F
Nina,F
Nirvana,F
Nise,F
Nita,F
Noa,F
Noemi,F
Noemia,F
Nola,F
Noleka,F
Nolemana,F
Nolina,F
Nona,F
Nora,F
Norina,F
Norma,F
Noéa,F
Noélia,F
Nuna,F
Nádia,F
Náiade,F
Nássera,F
Néia,F
Néria,F
Nênia,F
Nícia,F
Nívea,F
Nívia,F
Nórcia,F
Núbia,F
Núncia,F
Ocirema,F
Ocrísia,F
Octávia,F
Odemara,F
Odemira,F
Odessa,F
Odete,F
Odila,F
Odélia,F
Odória,F
Ofélia,F
Oldaíra,F
Olga,F
Olinda,F
Olímpia,F
Olívia,F
Oneida,F
Oneide,F
Onélia,F
Opelia,F
Oriana,F
Oricema,F
Orquídea,F
Ortígia,F
Oscarina,F
Osnia,F
Otacília,F
Otinga,F
Otávia,F
Otília,F
Owena,F
Oxana,F
Paige,F
Pakelekia,F
Paki,F
Palakika,F
Palakine,F
Palani,F
Palapala,F
Palapi,F
Pallas,F
Palma,F
Palmira,F
Paloma,F
Pamela,F
Pamplona,F
Panda,F
Pandora,F
Pane,F
Paneki,F
Pantéia,F
Paola,F
Patience,F
Patrícia,F
Paula,F
Paulete,F
Paulina,F
Pauline,F
Pavuna,F
Peakalika,F
Pearl,F
Pecúnia,F
Peddy,F
Pedrina,F
Peggy,F
Pei,F
Peike,F
Pelena,F
Pelike,F
Penélope,F
Pepita,F
Perdida,F
Perdita,F
Perla,F
Perpétua,F
Perséia,F
Petra,F
Petrônia,F
Peônia,F
Piera,F
Pierina,F
Pietra,F
Pilar,F
Pina,F
Placídia,F
Plácida,F
Pocema,F
Poguira,F
Poliana,F
Policasta,F
Policena,F
Polikia,F
Polixene,F
Pololena,F
Pololika,F
Polímela,F
Polínea,F
Pomona,F
Pompéia,F
Poppy,F
Poranga,F
Porchat,F
Porcina,F
Potira,F
Preciosa,F
Priscila,F
Pércia,F
Pérola,F
Quandt,F
Quaraciama,F
Queiroga,F
Queli,F
Quelidônia,F
Querubim,F
Quimera,F
Quinci,F
Quintela,F
Quintéria,F
Quirina,F
Quiroga,F
Quiron,F
Quirá,F
Quitéria,F
Quíone,F
Rachel,F
Rachelle,F
Radmila,F
Rafaela,F
Rahyssa,F
Raimunda,F
Raissa,F
Ramona,F
Ranilda,F
Ranya,F
Raquel,F
Raria,F
Raruama,F
Raschele,F
Rashne,F
Rayane,F
Raíra,F
Raísa,F
Rebeca,F
Rebekah,F
Redenta,F
Regina,F
Renata,F
Renita,F
Rhode,F
Ricarda,F
Rina,F
Risa,F
Rita,F
Rivadávia,F
Roama,F
Roaslie,F
Roberta,F
Rocema,F
Rochelle,F
Rogata,F
Rogéria,F
Rolanda,F
Romana,F
Romilda,F
Roquira,F
Roriza,F
Rosa,F
Rosalba,F
Rosalie,F
Rosamaria,F
Rosana,F
Rosaura,F
Rose,F
Roseane,F
Roseli,F
Roselinde,F
Rosely,F
Rosemarie,F
Rosemary,F
Rosemeire,F
Rosete,F
Rosilene,F
Rosimeri,F
Rosina,F
Rosinha,F
Rosita,F
Rosivalda,F
Rosália,F
Rosária,F
Rosângela,F
Rowena,F
Rozala,F
Rozália,F
Ruana,F
Rubi,F
Rudi,F
Rurina,F
Rute,F
Ruth,F
Régia,F
Rúbia,F
Sabrina,F
Safira,F
Samanta,F
Samantha,F
Samara,F
Samira,F
Sandra,F
Sara,F
Sarah,F
Sebastiana,F
Selma,F
Semira,F
Semíramis,F
Serafina,F
Seraome,F
Sheila,F
Shira,F
Shirlei,F
Shirley,F
Sibil,F
Sibila,F
Sibyl,F
Sicupira,F
Sidéria,F
Sigfrid,F
Sigmara,F
Sigrid,F
Sila,F
Silena,F
Silvana,F
Simone,F
Simplícia,F
Singrid,F
Sinésia,F
Siomara,F
Sirena,F
Sirene,F
Sita,F
Siv,F
Socorro,F
Sofia,F
Solange,F
Somína,F
Sonal,F
Sonja,F
Sonya,F
Sophia,F
Sophie,F
Soraia,F
Soraya,F
Stela,F
Stephanie,F
